Barcode	Cell ID	Cell Name	WellID	Sample	CompoundNo	CompoundConc	Signal	Modified	Created						
B13_1422_00173240	1422	BT-20	I12	CRL	0	0	1620	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	I13	CRL	0	0	1972	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	I23	BL	0	0	176	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	I24	BL	0	0	180	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	J01	BDR	0	0	1180	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	J02	CRL	0	0	2104	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	J12	CRL	0	0	2048	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	J13	CRL	0	0	2168	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	J23	BL	0	0	136	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	J24	BL	0	0	244	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	K01	BDR	0	0	1356	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	K02	CRL	0	0	1788	2012-11-21 17:00:00	2012-11-21 17:00:00						
B13_1422_00173240	1422	BT-20	K12	CRL	0	0	1532	2012-11-21 17:00:00	2012-11-21 17:00:00						
